mes,grupo,modelo_id,ganancia_test
202104,final_training_april,final_training_april_seed1,372800000.0
202104,final_training_april,final_training_april_seed2,375200000.0
202104,final_training_april,final_training_april_seed3,372000000.0
202104,final_training_april,final_training_april_seed4,384000000.0
202104,final_training_april,final_training_april_seed5,376000000.0
202104,final_training_april,final_training_april_seed6,372000000.0
202104,final_training_april,final_training_april_seed7,376800000.0
202104,final_training_april,final_training_april_seed8,373600000.0
202104,final_training_april,final_training_april_seed9,376800000.0
202104,final_training_april,final_training_april_seed10,378400000.0
202104,GLOBAL,ensamble_global,381600000.0
202104,GRUPOS,ensamble_grupos,381600000.0
