mes,grupo,modelo_id,ganancia_test
202105,final_training_mayo,final_training_mayo_seed1,210400000.0
202105,final_training_mayo,final_training_mayo_seed2,211200000.0
202105,final_training_mayo,final_training_mayo_seed3,204000000.0
202105,final_training_mayo,final_training_mayo_seed4,202400000.0
202105,final_training_mayo,final_training_mayo_seed5,205600000.0
202105,final_training_mayo,final_training_mayo_seed6,202400000.0
202105,final_training_mayo,final_training_mayo_seed7,205600000.0
202105,final_training_mayo,final_training_mayo_seed8,201600000.0
202105,final_training_mayo,final_training_mayo_seed9,199200000.0
202105,final_training_mayo,final_training_mayo_seed10,206400000.0
202105,GLOBAL,ensamble_global,210400000.0
202105,GRUPOS,ensamble_grupos,210400000.0
