mes,grupo,modelo_id,ganancia_test
202106,final_training_june,final_training_june_seed1,376800000.0
202106,final_training_june,final_training_june_seed2,382400000.0
202106,final_training_june,final_training_june_seed3,389600000.0
202106,final_training_june,final_training_june_seed4,389600000.0
202106,final_training_june,final_training_june_seed5,383200000.0
202106,final_training_june,final_training_june_seed6,393600000.0
202106,final_training_june,final_training_june_seed7,370400000.0
202106,final_training_june,final_training_june_seed8,392800000.0
202106,GLOBAL,ensamble_global,394400000.0
202106,GRUPOS,ensamble_grupos,394400000.0
