mes,grupo,modelo_id,ganancia_test
202109,final_training_septiembre,final_training_septiembre_seed1,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed2,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed3,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed4,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed5,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed6,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed7,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed8,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed9,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed10,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed11,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed12,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed13,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed14,-200000000.0
202109,final_training_septiembre,final_training_septiembre_seed15,-200000000.0
202109,GLOBAL,ensamble_global,-200000000.0
202109,GRUPOS,ensamble_grupos,-200000000.0
