mes,grupo,modelo_id,ganancia_test
202107,final_training_julio,final_training_julio_seed1,408800000.0
202107,final_training_julio,final_training_julio_seed2,411200000.0
202107,final_training_julio,final_training_julio_seed3,397600000.0
202107,final_training_julio,final_training_julio_seed4,414400000.0
202107,final_training_julio,final_training_julio_seed5,404800000.0
202107,final_training_julio,final_training_julio_seed6,406400000.0
202107,final_training_julio,final_training_julio_seed7,410400000.0
202107,final_training_julio,final_training_julio_seed8,410400000.0
202107,GLOBAL,ensamble_global,409600000.0
202107,GRUPOS,ensamble_grupos,409600000.0
