feature,importance_gain,importance_split
extracciones_ratio_lag_2,550.1894829273224,71
slope_Visa_mconsumototal_2_window,549.7839045524597,34
actividad_total_delta_1,549.2803003787994,51
internet_lag_1,548.1628816127777,19
slope_TC_Total_mpagominimo_3_window,546.8088002204895,30
slope_Visa_mconsumospesos_2_window,546.3123893737793,42
mtransferencias_recibidas_lag_1_1,542.3725109100342,42
slope_actividad_total_3_window,540.5612900257111,41
mtransferencias_recibidas_lag_1,539.6707630157471,44
slope_Master_mlimitecompra_3_window,538.8950181007385,47
mtransferencias_emitidas_lag_1_1,538.3392586708069,33
uso_tarjeta_ratio_lag_1,537.1535882949829,44
TC_Total_mconsumospesos,537.0912656784058,43
flujo_netotransf_delta_1,535.7685527801514,43
ctarjeta_debito_transacciones_delta_2,533.6804022789001,42
slope_ctransferencias_emitidas_2_window,533.6043100357056,44
Visa_mpagominimo_lag_1,528.3954253196716,41
comisiones_ratio_delta_2,524.611795425415,43
slope_cdescubierto_preacordado_3_window,524.5357031822205,29
slope_Master_msaldototal_3_window,524.0158576965332,32
slope_tcallcenter_3_window,522.4112994670868,33
TC_Total_cconsumos,522.2859768867493,36
slope_cextraccion_autoservicio_3_window,521.5579214096069,36
TC_Total_msaldototal_lag_1,520.6374659538269,26
slope_mautoservicio_2_window,518.1177763938904,39
ctarjeta_master_delta_1,517.2775964736938,2
chomebanking_transacciones_delta_1_1,517.0886602401733,41
actividad_total_lag_2,515.8859224319458,44
margen_total_delta_1,513.3525805473328,42
mtransferencias_recibidas_delta_2,513.190999507904,39
tmobile_app,511.64202880859375,16
mpagomiscuentas_delta_2,511.6288924217224,42
mcaja_ahorro_lag_2,510.41061210632324,44
slope_ccallcenter_transacciones_2_window,509.91777086257935,22
mpasivos_margen_lag_2,509.4648389816284,56
mcuentas_saldo_lag_2,508.6219391822815,38
rentabilidad_vs_margen_lag_2,507.79358983039856,44
slope_ccajas_transacciones_2_window,506.9627904891968,24
ctrx_60d_delta_1,504.9323124885559,36
comisiones_ratio_delta_1_1,502.4167158603668,40
Visa_mpagominimo_delta_1_1,501.3860468864441,45
mpasivos_margen_delta_2,501.20347356796265,51
Visa_mconsumospesos_delta_2,500.2302813529968,29
slope_mpayroll_corregida_2_window,499.850359916687,15
mrentabilidad_delta_1_1,497.49767875671387,43
slope_cextraccion_autoservicio_2_window,492.6311478614807,37
slope_margen_por_cuenta_3_window,490.49223232269287,36
Visa_mconsumototal_lag_1,489.78897857666016,34
mautoservicio_delta_1_1,488.56216835975647,44
