mes,grupo,modelo_id,ganancia_test
202105,final_training_mayo,final_training_mayo_seed1,201600000.0
202105,final_training_mayo,final_training_mayo_seed2,201600000.0
202105,final_training_mayo,final_training_mayo_seed3,204800000.0
202105,GLOBAL,ensamble_global,200800000.0
202105,GRUPOS,ensamble_grupos,200800000.0
