mes,grupo,modelo_id,ganancia_test
202104,final_training_april,final_training_april_seed1,368800000.0
202104,final_training_april,final_training_april_seed2,371200000.0
202104,final_training_april,final_training_april_seed3,381600000.0
202104,GLOBAL,ensamble_global,376000000.0
202104,GRUPOS,ensamble_grupos,376000000.0
