mes,grupo,modelo_id,ganancia_test
202106,final_training_june,final_training_june_seed1,385600000.0
202106,final_training_june,final_training_june_seed2,388000000.0
202106,final_training_june,final_training_june_seed3,388800000.0
202106,GLOBAL,ensamble_global,391200000.0
202106,GRUPOS,ensamble_grupos,391200000.0
