feature,importance_gain,importance_split
TC_Total_status,1001.551275730133,21
cextraccion_autoservicio,1001.2644805908203,58
slope_mforex_sell_6_window,997.9618711471558,96
ctarjeta_debito_transacciones_delta_3,993.9038624763489,101
ccajas_extracciones_delta_mean_8,993.2851250171661,105
slope_Master_madelantopesos_6_window,990.7288312911987,79
ctarjeta_debito,988.4185292720795,96
slope_TC_Total_mconsumosdolares_6_window,972.8258533477783,101
slope_TC_Total_mconsumototal_6_window,971.3290100097656,82
TC_Total_cconsumos_delta_2,962.0327863693237,80
ctarjeta_visa_descuentos_delta_mean_4,961.1129500865936,65
slope_Visa_mpagosdolares_6_window,960.0207235813141,91
ccallcenter_transacciones_delta_2,958.1963341236115,62
cplazo_fijo,950.0154001712799,45
slope_mpagomiscuentas_3_window,949.6745910644531,98
cplazo_fijo_delta_mean_8,943.8610255718231,64
Master_mpagominimo,941.6790668964386,77
slope_mmargen_por_cuenta_ratio_3_window,940.6699552536011,89
Visa_mconsumosdolares,935.2783682346344,93
ccuenta_debitos_automaticos,931.2971799373627,71
slope_mcheques_emitidos_rechazados_3_window,926.9843833446503,45
catm_trx_delta_mean_8,925.6343402862549,102
cextraccion_autoservicio_delta_3,919.6709003448486,81
slope_mtarjeta_visa_consumo_6_window,917.1224927902222,86
ccajas_otras_delta_mean_8,903.8161578178406,79
slope_mextraccion_autoservicio_3_window,887.1259427070618,80
mpayroll2,885.4057669639587,59
Master_fechaalta_delta_mean_8,884.0100698471069,83
TC_Total_mconsumototal,883.6939158439636,83
ctarjeta_master_descuentos,881.1130421161652,45
ccajas_depositos_delta_mean_8,878.255613565445,99
Master_mpagado,864.9322462081909,39
slope_Master_madelantopesos_3_window,861.9713809490204,81
ctransferencias_recibidas_delta_mean_4,847.2033276557922,85
cextraccion_autoservicio_delta_mean_8,842.5357661247253,83
cpagomiscuentas,841.8371684551239,60
slope_Visa_msaldopesos_3_window,840.6515655517578,69
slope_Master_mlimitecompra_3_window,832.6032793521881,84
Master_status_delta_2,829.7625799179077,7
slope_Master_msaldopesos_3_window,828.644856929779,82
slope_TC_Total_mpagado_3_window,826.2811503410339,89
slope_TC_Total_mconsumospesos_3_window,815.2297856807709,79
slope_Visa_mpagospesos_3_window,809.9811940193176,79
Master_fultimo_cierre_delta_mean_8,808.9512915611267,83
slope_TC_Total_mpagospesos_3_window,808.0438079833984,80
Visa_mconsumototal,807.9478101730347,81
Master_cconsumos,807.4238562583923,75
cmobile_app_trx,802.3361854553223,80
slope_Visa_mconsumosdolares_3_window,795.8037860393524,91
ctarjeta_visa_debitos_automaticos,793.1131398677826,92
ctarjeta_visa_debitos_automaticos_delta_2,790.638659954071,42
thomebanking_delta_mean_4,778.4587049484253,68
slope_mlimite_tarjetas_total_6_window,776.939266204834,77
ctarjeta_master_debitos_automaticos_delta_mean_8,769.7478051185608,57
ccajas_transacciones_delta_mean_4,767.5590691566467,64
slope_Visa_mpagosdolares_3_window,763.598997592926,71
slope_Visa_mpagado_3_window,763.2467195987701,79
matm,762.9359519481659,61
ctransferencias_emitidas_delta_3,758.0823593139648,63
ccaja_ahorro_delta_2,757.7384142875671,15
slope_mdeuda_tarjetas_total_6_window,755.2199335098267,48
Visa_delinquency,754.9304618835449,8
slope_Master_mpagominimo_3_window,749.0704283714294,75
slope_Master_mpagospesos_3_window,742.7271587848663,77
ccanales_activos_delta_2,742.537501335144,46
slope_TC_Total_mlimitecompra_3_window,731.1498730182648,63
Master_cconsumos_delta_mean_4,730.6486892700195,81
slope_Master_mconsumospesos_3_window,722.8219418525696,77
Master_mconsumototal,716.3012585639954,66
slope_Master_mconsumosdolares_6_window,710.0890753269196,75
tes_empleado_delta_2,707.9868092536926,11
cextraccion_autoservicio_delta_mean_4,706.3993380069733,71
ctransferencias_recibidas_delta_2,704.9078269004822,76
slope_Visa_madelantopesos_6_window,702.558130979538,73
slope_TC_Total_mpagosdolares_6_window,699.2657866477966,65
slope_Visa_msaldototal_6_window,697.2224283218384,63
cpagodeservicios_delta_mean_8,695.3587121963501,70
slope_Master_mpagospesos_6_window,693.6569399833679,69
talta_mora_delta_mean_8,687.5421032905579,27
cmobile_app_trx_delta_3,681.3564827442169,71
slope_Master_mpagado_6_window,678.8987567424774,64
ctransferencias_emitidas,678.2671270370483,63
slope_TC_Total_msaldodolares_6_window,676.7778916358948,73
slope_TC_Total_msaldototal_3_window,676.556254863739,64
slope_mtarjeta_master_consumo_3_window,673.1981422901154,68
cforex_sell_delta_mean_8,671.0657272338867,72
tcuentas,666.7267196178436,44
catm_trx_delta_mean_4,661.6712474822998,71
ccajas_transacciones,661.1722779273987,42
cforex_delta_mean_8,660.1965560913086,65
mtarjeta_visa_descuentos,660.1092622280121,50
cmobile_app_trx_delta_mean_4,650.8771097660065,74
slope_mforex_sell_3_window,647.8596181869507,67
slope_mtarjeta_master_consumo_6_window,646.532434463501,67
slope_mtarjeta_visa_descuentos_6_window,645.747677564621,70
slope_Visa_mconsumototal_3_window,643.8534300327301,60
TC_Total_mpagado,640.0708379745483,77
Visa_mpagado,639.4264893531799,39
slope_Visa_msaldototal_3_window,636.2759675979614,56
slope_Master_mpagado_3_window,633.9718556404114,59
slope_TC_Total_msaldopesos_6_window,632.5319766998291,60
cmobile_app_trx_delta_2,632.0282862186432,72
slope_TC_Total_mconsumosdolares_3_window,632.0037760734558,60
Visa_Finiciomora_delta_2,631.4238815307617,23
slope_TC_Total_msaldototal_6_window,630.709926366806,58
slope_mlimite_tarjetas_total_3_window,624.8834993839264,65
TC_Total_mconsumosdolares,622.2701692581177,68
Master_cconsumos_delta_2,621.3794631958008,54
cextraccion_autoservicio_delta_2,617.3596880435944,61
slope_TC_Total_msaldodolares_3_window,601.6342687606812,60
slope_mttarjeta_master_debitos_automaticos_6_window,593.5284206867218,60
slope_mplazo_fijo_dolares_6_window,591.6883380413055,61
slope_Visa_msaldodolares_3_window,589.1308710575104,65
ccanales_activos_delta_3,584.0233638286591,44
ccuenta_debitos_automaticos_delta_2,583.8420786857605,45
ctarjeta_visa_descuentos,575.0879392623901,42
cdiversificacion_financiera_delta_mean_8,572.0437989234924,46
ctransferencias_recibidas,571.1742920875549,49
ctransferencias_emitidas_delta_2,569.3242743015289,45
slope_mprestamos_hipotecarios_3_window,568.8234920501709,29
tsin_sueldo_mes,565.2192993164062,9
ccajas_consultas,563.0213520526886,48
Master_fultimo_cierre_delta_mean_4,559.7402677536011,60
slope_Master_mconsumototal_3_window,559.1096897125244,51
ctarjeta_master_descuentos_delta_mean_8,555.5127217769623,56
ctransferencias_recibidas_delta_3,552.2758302688599,63
tcallcenter,549.8262434005737,24
Master_Finiciomora_delta_mean_8,549.7037119865417,45
slope_mdeuda_tarjetas_total_3_window,549.305540561676,34
tmora_total_delta_mean_4,544.3190383911133,13
slope_TC_Total_msaldopesos_3_window,542.6770014762878,49
tsin_sueldo_mes_delta_mean_4,541.6802358627319,19
mcheques_emitidos_rechazados,541.5498595237732,28
Master_cconsumos_delta_3,539.7293589115143,54
catm_trx_delta_2,534.5430123806,59
ccajas_otras,533.032392501831,36
Visa_status_delta_mean_4,521.1938421726227,26
Master_fultimo_cierre_delta_2,519.5845589637756,36
slope_Visa_madelantopesos_3_window,518.1775193214417,46
cforex_buy_delta_mean_8,503.6302390098572,51
tsin_transacciones_mes,501.72583293914795,11
slope_Master_mpagosdolares_6_window,499.6054973602295,56
tcallcenter_delta_3,495.28755235671997,28
cpagomiscuentas_delta_mean_4,493.4439182281494,43
ctarjeta_master_delta_3,491.74167013168335,8
ctarjeta_debito_delta_mean_4,491.53260231018066,37
cdiversificacion_financiera,491.214164018631,29
ctarjeta_master,485.9431643486023,11
slope_TC_Total_mpagosdolares_3_window,481.79110860824585,47
catm_trx_other_delta_mean_4,474.98943042755127,51
cpagomiscuentas_delta_3,470.4985704421997,46
cpagomiscuentas_delta_2,469.0885646343231,49
catm_trx,466.44731307029724,55
cseguro_vida,466.1910364627838,54
mprestamos_hipotecarios,465.85625290870667,52
ccajeros_propios_descuentos_delta_mean_4,463.2692017555237,32
ctarjeta_visa_delta_3,462.68031120300293,8
Visa_status_delta_2,459.33097791671753,14
thomebanking_delta_2,458.83206939697266,36
slope_mcajeros_propios_descuentos_3_window,454.1728596687317,35
ccheques_emitidos_delta_mean_4,453.9159264564514,34
tcuentas_delta_mean_8,452.65283012390137,43
ctarjeta_master_transacciones_delta_mean_4,443.5226583480835,44
mtarjeta_master_descuentos,435.5931086540222,30
ccajas_depositos,432.75183272361755,37
ctarjeta_master_transacciones_delta_3,430.8119993209839,39
ccajas_consultas_delta_3,430.6375594139099,43
catm_trx_delta_3,427.2883503437042,44
slope_Master_msaldodolares_6_window,423.03132915496826,43
Visa_madelantopesos,419.7078516483307,39
TC_Total_delinquency,411.6499843597412,11
slope_mforex_buy_6_window,411.1112768650055,40
slope_mcheques_depositados_6_window,406.4412717819214,40
