feature,importance_gain,importance_split
catm_trx_other_delta_mean_4,484.4180266857147,54
tmora_total_delta_mean_4,478.0671362876892,17
ctarjeta_master_transacciones_delta_mean_4,477.52219104766846,56
cseguro_vida_delta_mean_8,473.091454744339,31
Visa_msaldodolares,469.640830039978,49
catm_trx_other,456.88203859329224,49
cplazo_fijo_delta_mean_4,456.2834768295288,26
slope_mforex_buy_6_window,455.1786184310913,44
TC_Total_msaldodolares,453.8590180873871,52
slope_mcheques_depositados_rechazados_6_window,451.88716673851013,42
cpagomiscuentas_delta_2,450.4483416080475,42
ccajeros_propios_descuentos_delta_mean_4,448.5504677295685,19
Master_Finiciomora,441.89464378356934,21
cseguro_vida,441.4138584136963,43
matm_other,432.24340748786926,49
Visa_Fvencimiento_delta_mean_4,430.3130421638489,41
tusa_app_o_homebanking_delta_mean_4,424.19955039024353,51
Visa_Fvencimiento_delta_2,424.1259219646454,24
tsin_transacciones_mes,420.94677448272705,9
catm_trx_delta_2,420.58338260650635,42
ccajas_otras_delta_mean_4,414.15872716903687,43
catm_trx_delta_3,405.9142270088196,45
cforex_delta_mean_4,399.9495918750763,39
ccheques_emitidos_rechazados_delta_mean_8,399.93347549438477,29
Master_fultimo_cierre_delta_2,398.04345417022705,39
slope_mpagodeservicios_6_window,393.44985938072205,39
ccheques_depositados_delta_mean_8,388.44349193573,44
slope_Master_msaldodolares_6_window,384.7771010398865,40
Master_Fvencimiento_delta_mean_4,380.75783014297485,38
Master_status_delta_mean_4,368.7636299133301,12
ctarjeta_visa_descuentos_delta_3,366.476722240448,30
TC_Total_delinquency,365.45099449157715,11
TC_Total_status,362.8876886367798,18
tsin_sueldo_mes_delta_2,359.77107334136963,9
ccajas_extracciones_delta_2,359.2342710494995,30
Master_Finiciomora_delta_2,359.1537389755249,23
ccajas_consultas_delta_3,356.17935276031494,37
Visa_mpagosdolares,353.3464527130127,41
ccheques_emitidos_delta_mean_8,347.96536111831665,33
Visa_fechaalta_delta_mean_4,345.0130772590637,30
tcallcenter,344.5809988975525,18
ccheques_emitidos,343.9599895477295,25
tmobile_app_delta_mean_4,332.16882729530334,40
slope_mcheques_depositados_6_window,331.8866584300995,37
slope_mcheques_emitidos_rechazados_6_window,329.11221957206726,35
ctarjeta_master_delta_mean_4,327.8542900085449,10
tcuentas_delta_mean_8,326.80951142311096,32
ccheques_emitidos_rechazados,325.86572551727295,21
cliente_antiguedad_delta_mean_8,317.4017300605774,41
ctarjeta_debito_delta_3,315.5876679420471,17
thomebanking_delta_2,307.77174711227417,23
catm_trx_other_delta_2,306.0287494659424,29
Master_Finiciomora_delta_mean_4,295.4517045021057,17
cseguro_vivienda,295.1074481010437,31
ccajas_depositos_delta_mean_4,293.83084750175476,34
ccajas_transacciones_delta_3,288.4959297180176,26
ctarjeta_master_descuentos_delta_mean_4,287.8870220184326,25
catm_trx,286.2143485546112,35
ctarjeta_visa_descuentos_delta_2,283.48180890083313,24
Master_fechaalta_delta_mean_4,283.23142862319946,32
minversion2,283.16572737693787,33
Visa_fechaalta_delta_2,281.8367941379547,18
mcheques_depositados_rechazados,280.5151104927063,15
catm_trx_other_delta_3,278.3780183792114,30
ctarjeta_master_debitos_automaticos_delta_mean_4,276.3266592025757,31
ccajas_transacciones_delta_2,269.69932985305786,25
cseguro_accidentes_personales_delta_mean_8,264.62670850753784,29
mcheques_depositados,263.9868803024292,29
tcuentas_delta_mean_4,261.6966712474823,28
cforex_sell_delta_mean_4,259.96566915512085,27
cpayroll_trx_delta_3,259.5071415901184,15
ccajas_consultas_delta_2,256.284451007843,26
cseguro_accidentes_personales,249.9384307861328,31
cplazo_fijo_delta_3,247.55815935134888,20
mcajeros_propios_descuentos,239.7224781513214,20
ccheques_emitidos_rechazados_delta_mean_4,238.60398030281067,19
Master_status_delta_mean_8,236.19606018066406,14
cprestamos_hipotecarios,236.10211992263794,13
ccajeros_propios_descuentos,234.76214027404785,14
cdescubierto_preacordado_delta_3,234.19576358795166,13
slope_mtarjeta_master_descuentos_6_window,230.61268019676208,30
slope_mcheques_emitidos_6_window,229.4832785129547,26
cforex_buy_delta_mean_4,225.53562927246094,23
tcallcenter_delta_2,219.45595908164978,23
cseguro_vida_delta_3,213.68409156799316,18
Visa_status_delta_3,208.847430229187,13
minversion1_pesos,206.57534074783325,27
thomebanking_delta_3,204.8679986000061,23
ccajas_otras_delta_3,196.98914337158203,15
ccaja_seguridad_delta_mean_8,192.52535700798035,18
Master_Fvencimiento_delta_3,191.93959045410156,17
slope_minversion2_6_window,190.59821844100952,20
ctarjeta_master_transacciones_delta_2,182.24266076087952,22
cdiversificacion_financiera_delta_2,181.88786029815674,10
tcallcenter_delta_3,181.19254994392395,18
cseguro_vivienda_delta_mean_8,181.026700258255,23
ccajas_extracciones,177.55144882202148,16
ctarjeta_master_debitos_automaticos,175.17680978775024,27
ctarjeta_debito_delta_2,174.83685731887817,10
cinversion2_delta_mean_8,173.92819023132324,25
ctarjeta_master_debitos_automaticos_delta_3,171.3672013282776,17
ctarjeta_master_descuentos_delta_3,170.62534880638123,19
tes_empleado_delta_2,170.3952121734619,8
ccajas_extracciones_delta_3,169.39254117012024,20
TC_Total_Finiciomora,165.8835210800171,24
tusa_app_o_homebanking_delta_3,164.46577882766724,17
ccheques_depositados_delta_mean_4,160.63498950004578,19
Master_Fvencimiento_delta_2,159.28176975250244,16
ccajas_otras_delta_2,157.81053256988525,15
cdiversificacion_financiera_delta_mean_4,156.78031015396118,10
tsin_inversiones_delta_mean_8,154.90371894836426,20
tsin_transacciones_mes_delta_3,153.16994953155518,16
mforex_sell,149.5886790752411,17
ctarjeta_master_delta_3,148.8506989479065,8
tsin_transacciones_mes_delta_mean_4,146.54498958587646,19
TC_Total_status_delta_mean_8,146.5052309036255,16
active_quarter,139.05732083320618,17
ccheques_depositados_rechazados_delta_mean_8,135.9560308456421,13
