feature,importance_gain,importance_split
foto_mes,42564.16553223133,1400
ctrx_quarter,36768.366548612714,1118
mprestamos_personales,13876.645131729543,621
ccomisiones_mantenimiento_delta_4,10770.50932431221,365
mpayroll,10744.176618039608,81
mpasivos_margen,9836.993696421385,1045
cpayroll_trx,9255.911421343684,103
mingresos_mensuales,9102.915069282055,72
cliente_edad,8831.08717392385,3294
mtarjeta_visa_consumo,8339.847205206752,217
mcuentas_saldo,7988.461160510778,966
numero_de_cliente,7347.708919242024,2891
Master_Fvencimiento,6442.475857198238,2308
Visa_Fvencimiento,6122.615600436926,2287
mcomisiones_mantenimiento,5969.004917964339,698
ctarjeta_visa_transacciones,5778.777210995555,259
mrentabilidad_vs_margen,5642.893452867866,1166
Visa_fechaalta,5592.03749550879,1842
cliente_antiguedad,5448.425846323371,1941
mcaja_ahorro,5416.600850149989,589
TC_Total_mpagominimo,5325.2856541574,365
msaldo_vs_movimientos_ratio,5151.976299196482,931
cdescubierto_preacordado_delta_2,5019.325631707907,186
Master_fechaalta,4926.037692055106,1519
TC_Total_Fvencimiento,4917.96024620533,1861
slope_mrentabilidad_media_mensual_12_window,4831.173086464405,1727
slope_mcuenta_corriente_12_window,4823.956960275769,1535
mcuenta_corriente,4745.643142923713,880
TC_Total_fechaalta,4534.701900005341,1492
cuso_tarjeta_ratio,4399.780720770359,617
slope_mcuenta_corriente_6_window,4372.561359286308,1176
slope_mcomisiones_mantenimiento_12_window,4241.048235595226,1261
slope_mrentabilidad_annual_12_window,4233.448123946786,1412
ctrx_quarter_delta_4,4194.768318921328,1539
slope_Master_mfinanciacion_limite_12_window,4172.987710267305,1375
slope_Visa_mfinanciacion_limite_12_window,4169.206517621875,1365
slope_mrentabilidad_vs_margen_12_window,4074.6770327687263,1573
slope_Visa_mconsumospesos_12_window,3988.23170286417,1380
mcomisiones_ratio,3952.824781000614,813
slope_mpasivos_margen_12_window,3868.9452731907368,1237
tes_empleado,3829.8690314292908,27
Visa_mfinanciacion_limite,3774.453441232443,1146
cprestamos_personales,3667.5551973432302,268
slope_mcomisiones_ratio_12_window,3665.95067037642,1290
mingresos_por_producto_ratio,3627.5430906563997,110
slope_mrentabilidad_vs_margen_6_window,3626.829660177231,1212
mactivos_margen,3611.5659616068006,788
slope_Visa_mfinanciacion_limite_6_window,3475.896304830909,1189
mrentabilidad_media_mensual,3439.5373940616846,1198
slope_Visa_mpagospesos_12_window,3438.253929808736,1194
ctrx_quarter_delta_3,3434.479861497879,1332
slope_Visa_mpagado_6_window,3399.7367469519377,702
ctrx_quarter_delta_2,3337.883063495159,1285
slope_mrentabilidad_media_mensual_6_window,3330.2241986989975,1116
slope_mcomisiones_mantenimiento_3_window,3305.678512170911,583
slope_mflujo_netotransf_12_window,3295.7084595412016,1173
slope_mautoservicio_12_window,3242.741722494364,940
cuso_digital_ratio_delta_4,3196.9390030503273,1355
slope_mrentabilidad_annual_6_window,3188.6951939612627,1005
slope_mcomisiones_12_window,3174.4663670659065,860
cuso_digital_ratio_delta_3,3171.7827267944813,1357
slope_mtransferencias_recibidas_12_window,3168.9204934239388,1065
Master_mfinanciacion_limite,3163.041315317154,1071
slope_Visa_mpagominimo_12_window,3127.575428009033,903
slope_mcaja_ahorro_6_window,3118.489864960313,882
internet,3053.404945835471,271
slope_mcaja_ahorro_12_window,3051.253594249487,1088
slope_mactivos_margen_12_window,3042.494459196925,1095
slope_Master_mfinanciacion_limite_6_window,3014.78025726974,1053
cuso_digital_ratio_delta_2,2997.0504698753357,1388
slope_mextracciones_ratio_12_window,2879.983401864767,1055
ccomisiones_mantenimiento_delta_2,2875.618218690157,254
Master_status,2874.097335420549,151
slope_msaldo_vs_movimientos_ratio_6_window,2857.265243202448,906
slope_mcomisiones_ratio_6_window,2804.664331227541,1033
slope_mcuenta_corriente_3_window,2764.5333451628685,899
slope_msaldo_vs_movimientos_ratio_12_window,2752.801387131214,966
slope_msaldo_total_12_window,2742.3175589442253,976
slope_mcuenta_corriente_2_window,2731.938880369067,678
cuso_tarjeta_ratio_delta_2,2701.8045152574778,822
slope_mtransferencias_recibidas_6_window,2678.234497502446,764
Visa_fultimo_cierre,2646.220070615411,916
cuso_tarjeta_ratio_delta_4,2635.840181723237,967
slope_Master_mfinanciacion_limite_3_window,2629.2829643189907,710
slope_mprestamos_personales_12_window,2619.150211304426,828
slope_muso_credito_ratio_12_window,2587.93536041677,666
Master_fultimo_cierre,2583.924706339836,963
slope_Visa_mconsumospesos_6_window,2555.311602473259,902
slope_mflujo_netotransf_6_window,2547.0683567523956,819
slope_mpasivos_margen_6_window,2544.168778628111,929
slope_mactivos_margen_2_window,2542.4660450816154,708
cuso_digital_ratio,2542.1549809873104,976
mrentabilidad,2531.6780664771795,816
cproductos_delta_2,2515.7308219969273,259
msaldo_total_pesos,2507.447980672121,559
slope_mactivos_margen_6_window,2504.9380084723234,770
ccomisiones_mantenimiento_delta_3,2491.339354068041,287
slope_msaldo_vs_movimientos_ratio_3_window,2475.2997573316097,899
slope_Visa_mconsumosdolares_12_window,2457.7168115377426,869
slope_mprestamos_personales_6_window,2441.393162637949,503
slope_Visa_mpagospesos_6_window,2408.845483660698,804
slope_mcuentas_saldo_12_window,2394.3563250750303,820
TC_Total_msaldototal,2386.8305558413267,224
slope_msaldo_total_pesos_12_window,2376.5420051515102,813
msaldo_total,2373.405040860176,702
slope_mrentabilidad_media_mensual_3_window,2368.3352251052856,907
slope_mcuenta_debitos_automaticos_12_window,2347.2871395349503,826
slope_mcomisiones_otras_12_window,2325.571714282036,541
slope_mrentabilidad_vs_margen_3_window,2316.711544647813,893
slope_mcomisiones_mantenimiento_6_window,2266.6044583171606,772
slope_msaldo_total_pesos_6_window,2260.1966487914324,651
slope_mttarjeta_visa_debitos_automaticos_12_window,2259.680205270648,637
mcomisiones,2248.9258004128933,729
slope_mflujo_netotransf_3_window,2243.8236971199512,726
slope_Master_mpagospesos_12_window,2230.9785322993994,859
slope_Visa_mfinanciacion_limite_3_window,2226.3825240582228,699
slope_mactivos_margen_3_window,2223.90484726429,768
cdescubierto_preacordado,2208.114765763283,200
slope_Visa_mfinanciacion_limite_2_window,2184.5282263308764,770
slope_mcuentas_saldo_6_window,2183.9287030398846,679
slope_mtransferencias_emitidas_12_window,2180.6762136518955,675
slope_mcomisiones_otras_6_window,2173.5790464878082,411
slope_Visa_mpagado_12_window,2166.467862993479,710
chomebanking_transacciones_delta_2,2140.4518382698298,852
slope_mrentabilidad_6_window,2139.8879353404045,728
slope_mflujo_netotransf_2_window,2134.449815541506,623
cdescubierto_preacordado_delta_3,2123.475799024105,41
chomebanking_transacciones_delta_3,2112.0557052344084,859
mrentabilidad_annual,2110.5564399659634,660
slope_msaldo_total_6_window,2094.593307584524,700
cactividad_total_delta_4,2093.178964048624,803
slope_mtransferencias_emitidas_6_window,2082.6156034618616,543
slope_mrentabilidad_media_mensual_2_window,2079.6474891230464,864
slope_mcomisiones_6_window,2074.0179886370897,727
slope_mextraccion_autoservicio_12_window,2071.517356187105,621
slope_mpasivos_margen_2_window,2059.7082435637712,645
slope_mrentabilidad_annual_3_window,2056.9298377782106,718
slope_mrentabilidad_12_window,2054.2710460722446,658
chomebanking_transacciones_delta_4,2045.9613221734762,899
slope_matm_12_window,2044.5375419855118,575
slope_Visa_mpagominimo_6_window,2038.8825650960207,611
slope_Master_mfinanciacion_limite_2_window,2030.6657218188047,701
slope_msaldo_total_3_window,2015.3635070323944,692
mcuenta_debitos_automaticos,2015.2904437333345,477
slope_msaldo_total_pesos_3_window,1995.2242062985897,641
slope_Master_mconsumospesos_12_window,1987.221594080329,804
slope_mmargen_por_producto_12_window,1980.0252223312855,698
ccanales_activos_delta_3,1974.7985036820173,432
mtransferencias_recibidas,1958.1308908313513,475
slope_msaldo_vs_movimientos_ratio_2_window,1957.5413266420364,712
cproductos,1944.3158325403929,581
cproductos_uso_ratio,1935.5113090127707,613
mmargen_total,1916.6937905848026,577
slope_mcaja_ahorro_dolares_12_window,1901.9443106204271,595
muso_credito_ratio,1898.6931659281254,369
slope_mmargen_por_producto_6_window,1893.449844494462,685
mflujo_netotransf,1893.0473279356956,642
slope_mrentabilidad_3_window,1888.3456663489342,626
slope_mpagomiscuentas_12_window,1882.2446252703667,621
mpagomiscuentas,1870.6018180400133,296
slope_mmargen_total_6_window,1863.686215788126,595
slope_mprestamos_personales_2_window,1863.4005027413368,353
slope_mrentabilidad_vs_margen_2_window,1843.4743181318045,774
slope_mrentabilidad_2_window,1843.2774413824081,633
cuso_tarjeta_ratio_delta_3,1833.7478525340557,794
slope_mrentabilidad_annual_2_window,1816.132506802678,710
Visa_status,1803.5057212412357,95
slope_matm_other_12_window,1785.5237729549408,564
cactividad_total_delta_3,1784.2938385754824,753
cproductos_uso_ratio_delta_3,1781.6276120841503,793
Visa_mpagominimo,1778.2097848206758,459
slope_mmargen_total_12_window,1777.913302719593,665
slope_mttarjeta_visa_debitos_automaticos_6_window,1768.4101683050394,452
slope_mmargen_por_producto_3_window,1765.8853149414062,553
cproductos_uso_ratio_delta_4,1762.7350675612688,800
slope_msaldo_total_dolares_12_window,1738.4212456345558,551
ctarjeta_visa_transacciones_delta_4,1735.8861739188433,513
cactividad_total,1732.7846282571554,559
slope_Visa_msaldopesos_12_window,1712.351285353303,630
slope_mpasivos_margen_3_window,1711.6806986629963,589
TC_Total_fultimo_cierre,1708.9613060504198,580
cproductos_uso_ratio_delta_2,1705.6269467025995,762
slope_Visa_mconsumototal_12_window,1703.7334144115448,530
slope_mlimite_tarjetas_total_3_window,1697.5760344564915,324
cactividad_total_delta_2,1688.3083600252867,725
slope_Master_mpagominimo_12_window,1683.9144987612963,442
slope_mcuentas_saldo_3_window,1682.1102675497532,568
slope_mautoservicio_6_window,1681.2943140268326,557
Visa_mpagospesos,1675.258094549179,634
cprestamos_personales_delta_4,1674.110807776451,271
cproductos_delta_4,1667.9094560742378,283
chomebanking_transacciones,1661.478445470333,555
Visa_mconsumospesos,1645.1968845278025,566
mmargen_por_producto,1643.9822962582111,595
slope_mcomisiones_ratio_3_window,1637.6217071712017,673
cprestamos_personales_delta_3,1616.973650664091,197
slope_Visa_mconsumospesos_2_window,1611.1973269730806,515
slope_mcuenta_debitos_automaticos_6_window,1591.7706427425146,472
slope_mcomisiones_mantenimiento_2_window,1589.7206979095936,516
ccanales_activos_delta_2,1583.7122881263494,355
slope_mtransferencias_recibidas_3_window,1576.8319198936224,478
Visa_msaldopesos,1573.9716517329216,329
slope_mmargen_por_producto_2_window,1573.9010403305292,547
slope_mcomisiones_ratio_2_window,1571.012178465724,684
slope_mforex_sell_12_window,1565.9647727012634,592
slope_msaldo_total_2_window,1556.163419097662,592
slope_mcuentas_saldo_2_window,1553.6238363981247,588
slope_Visa_mlimitecompra_12_window,1545.2488527446985,517
ccanales_activos_delta_4,1542.478513687849,354
ccanales_activos,1534.1076915860176,175
slope_mlimite_tarjetas_total_12_window,1533.264138057828,557
cproductos_delta_3,1526.8242423981428,228
ccaja_ahorro,1526.4697945415974,220
Visa_cconsumos_delta_4,1515.7623695731163,529
slope_mlimite_tarjetas_total_6_window,1511.6050544679165,537
slope_Visa_mpagominimo_3_window,1503.5194316357374,343
slope_mcaja_ahorro_3_window,1496.8758923858404,440
slope_muso_credito_ratio_6_window,1488.7575781047344,477
slope_msaldo_total_pesos_2_window,1486.7005079388618,527
ccomisiones_mantenimiento,1483.0695214867592,144
slope_mmargen_total_3_window,1475.5839884579182,472
slope_Master_msaldopesos_12_window,1473.858157157898,453
slope_Visa_mconsumosdolares_6_window,1453.9648853093386,500
TC_Total_mfinanciacion_limite,1452.044853001833,432
slope_mextracciones_ratio_6_window,1444.686223179102,564
msaldo_total_dolares,1440.4265505969524,367
TC_Total_msaldopesos,1428.58087387681,183
slope_mmargen_total_2_window,1427.1204810738564,434
slope_mingresos_vs_saldo_ratio_12_window,1398.237718462944,434
Visa_cconsumos,1396.0673669278622,416
slope_mcomisiones_2_window,1372.3975355625153,482
Visa_cconsumos_delta_2,1362.4577900469303,504
Visa_cconsumos_delta_3,1359.4270042181015,510
slope_Visa_mpagominimo_2_window,1340.7888244986534,403
slope_Master_mlimitecompra_12_window,1331.5855092704296,432
cmobile_app_trx,1328.089326351881,333
slope_Visa_mpagosdolares_12_window,1325.5632108151913,409
slope_Visa_mpagospesos_3_window,1319.6759129315615,461
slope_Visa_msaldopesos_6_window,1308.2513849437237,480
slope_mdeuda_tarjetas_total_12_window,1304.5417359173298,383
slope_Visa_mlimitecompra_6_window,1300.8465034216642,433
ctransferencias_recibidas_delta_4,1299.8781005591154,587
slope_mcaja_ahorro_2_window,1293.1528932899237,425
slope_Visa_mpagospesos_2_window,1283.6665417551994,505
slope_Master_mlimitecompra_6_window,1275.1478251814842,373
cmobile_app_trx_delta_2,1265.8988690674305,516
mmargen_por_cuenta_ratio,1251.4085295200348,336
slope_Visa_mconsumospesos_3_window,1242.2956169992685,462
slope_mtransferencias_recibidas_2_window,1216.7815836519003,452
slope_msaldo_total_dolares_6_window,1213.96077683568,432
ctarjeta_visa_transacciones_delta_3,1202.1577395498753,465
slope_muso_credito_ratio_3_window,1175.3885060846806,336
slope_Visa_msaldodolares_12_window,1158.8836137354374,470
cmobile_app_trx_delta_4,1148.8994812071323,538
slope_Master_mpagospesos_6_window,1147.0776041895151,434
slope_Visa_msaldopesos_2_window,1145.3116007447243,348
slope_Master_mconsumospesos_6_window,1136.0835622549057,429
slope_mcaja_ahorro_dolares_6_window,1128.0016491115093,394
slope_mdeuda_tarjetas_total_3_window,1123.9703033864498,204
slope_mprestamos_personales_3_window,1118.714084342122,326
slope_matm_6_window,1117.7512519359589,364
slope_mtarjeta_visa_consumo_12_window,1113.0786238312721,327
slope_matm_other_6_window,1111.5907130390406,371
mcaja_ahorro_dolares,1108.7774087488651,389
ctarjeta_debito_transacciones_delta_4,1102.00891405344,471
ctarjeta_debito,1098.7679027467966,420
cdescubierto_preacordado_delta_4,1089.9796682298183,54
slope_mcuenta_debitos_automaticos_3_window,1075.2028121054173,422
slope_muso_credito_ratio_2_window,1065.3444819152355,318
mttarjeta_visa_debitos_automaticos,1061.1761265695095,347
ccallcenter_transacciones_delta_3,1060.8581592142582,355
slope_mpagomiscuentas_6_window,1052.718615397811,372
slope_msaldo_total_dolares_2_window,1041.7067988216877,317
slope_Visa_msaldototal_12_window,1040.7755089104176,323
ccallcenter_transacciones_delta_4,1039.2719007730484,360
slope_mextracciones_ratio_2_window,1029.3116543740034,378
slope_mmargen_por_cuenta_ratio_12_window,1028.504517763853,386
slope_mextraccion_autoservicio_6_window,1027.0040890276432,344
slope_mtransferencias_emitidas_2_window,1025.8719902783632,335
Visa_mlimitecompra,1019.4063793420792,338
ctransferencias_emitidas_delta_3,1014.0924297869205,307
thomebanking,997.5442311912775,118
mautoservicio,981.1901778429747,270
slope_Visa_mconsumototal_6_window,979.9430863410234,345
ctarjeta_debito_transacciones_delta_2,974.9825865924358,403
slope_mextracciones_ratio_3_window,968.8278723359108,400
ctransferencias_recibidas_delta_3,964.8729962408543,482
slope_mcomisiones_3_window,958.6544973999262,459
slope_mcuenta_debitos_automaticos_2_window,954.1526465415955,316
ctransferencias_recibidas_delta_2,953.7550669759512,466
slope_Master_mconsumototal_12_window,950.3118240386248,349
cmobile_app_trx_delta_3,945.940224558115,437
slope_Master_mpagominimo_6_window,943.5690439045429,249
slope_mcaja_ahorro_dolares_2_window,939.888209477067,301
slope_Visa_msaldopesos_3_window,939.7722319960594,296
slope_mlimite_tarjetas_total_2_window,933.2089066505432,312
slope_msaldo_total_dolares_3_window,925.6489619612694,329
slope_mttarjeta_visa_debitos_automaticos_3_window,925.4068886339664,327
slope_mpayroll_12_window,922.4334358274937,279
ctarjeta_debito_transacciones_delta_3,912.9780202358961,374
slope_mtransferencias_emitidas_3_window,911.8826321363449,339
slope_mcaja_ahorro_dolares_3_window,907.9300341755152,362
slope_mmargen_por_cuenta_ratio_6_window,902.2990477085114,317
mdeuda_tarjetas_total,896.5843112319708,109
mcomisiones_otras,895.024281963706,336
mtarjeta_master_consumo,887.2886140868068,150
slope_Master_msaldototal_12_window,886.3658301830292,231
slope_mdeuda_tarjetas_total_6_window,877.6896679550409,303
ctarjeta_visa_transacciones_delta_2,875.7833333015442,362
slope_Master_msaldopesos_6_window,871.5138770639896,277
slope_mpagomiscuentas_2_window,866.3715282231569,261
slope_Visa_mpagado_3_window,862.674596875906,344
ctarjeta_visa_debitos_automaticos_delta_2,861.6578022539616,207
slope_mmargen_por_cuenta_ratio_3_window,860.7803953588009,319
slope_mdeuda_tarjetas_total_2_window,858.8201368004084,209
slope_Master_mlimitecompra_3_window,839.4901139438152,273
slope_Visa_mconsumosdolares_3_window,835.0118180215359,317
slope_mttarjeta_visa_debitos_automaticos_2_window,830.3310030549765,282
ctransferencias_emitidas_delta_4,824.3790968805552,333
slope_mcomisiones_otras_2_window,821.8688764870167,270
slope_mcomisiones_otras_3_window,813.8798346817493,305
ccajas_consultas_delta_2,810.6771088093519,181
Master_mpagominimo,797.5443136096001,161
slope_mmargen_por_cuenta_ratio_2_window,785.4380918592215,275
ccallcenter_transacciones_delta_2,778.2553250640631,309
mtransferencias_emitidas,769.1964094638824,240
slope_mautoservicio_2_window,762.6127059459686,291
Master_mlimitecompra,759.9012722671032,269
cdiversificacion_financiera,754.144740447402,82
cdias_mora_promedio_delta_2,728.9043456465006,110
ctarjeta_visa_debitos_automaticos_delta_4,727.0104769170284,296
Visa_msaldototal,725.1669128388166,168
mplazo_fijo_dolares,723.8985764086246,87
ccajas_transacciones_delta_3,722.9974873065948,66
TC_Total_mconsumospesos,715.08846616745,215
slope_Visa_mlimitecompra_2_window,714.683963239193,241
slope_mextraccion_autoservicio_3_window,702.9936528801918,228
slope_mttarjeta_master_debitos_automaticos_12_window,698.7447557449341,225
Master_mpagospesos,697.9484877735376,254
slope_mpagomiscuentas_3_window,696.6591379791498,277
slope_mpayroll_6_window,694.4025456309319,134
slope_Master_mpagospesos_3_window,692.1673246473074,252
ctarjeta_master,692.0982314944267,19
slope_mautoservicio_3_window,676.5784189403057,297
slope_mforex_sell_6_window,671.5709562003613,248
cpagomiscuentas_delta_4,665.8987412452698,268
slope_mtarjeta_master_consumo_12_window,660.4768553376198,206
slope_mtarjeta_visa_descuentos_12_window,660.2847347259521,238
slope_Visa_mlimitecompra_3_window,658.0236259996891,243
slope_mforex_buy_12_window,657.3068523406982,211
TC_Total_mlimitecompra,656.642735272646,234
slope_mplazo_fijo_dolares_12_window,642.5037281215191,258
ctransferencias_emitidas_delta_2,640.4545082449913,294
slope_Visa_mconsumosdolares_2_window,630.6077720224857,201
slope_mingresos_vs_saldo_ratio_6_window,630.4533273279667,194
slope_mingresos_por_producto_ratio_12_window,620.9422847926617,187
ctransferencias_recibidas,613.2440981268883,228
ccajas_transacciones_delta_4,602.9663728475571,98
slope_mtarjeta_visa_consumo_6_window,599.2993563264608,215
cprestamos_personales_delta_2,596.7476389110088,139
slope_Master_mpagado_12_window,593.6991405189037,233
slope_Master_mpagospesos_2_window,588.5053554922342,217
slope_Master_mlimitecompra_2_window,588.2036465704441,227
slope_Visa_mpagado_2_window,585.2042933702469,256
ccajas_consultas_delta_3,577.193614512682,150
cextraccion_autoservicio_delta_3,568.5211719274521,225
cempleadores,566.4191220998764,19
TC_Total_cconsumos,563.5526331365108,185
slope_Visa_mpagosdolares_6_window,555.2500623166561,175
slope_Visa_msaldodolares_6_window,552.3724425435066,208
slope_mingresos_por_producto_ratio_6_window,551.8475522696972,114
ctarjeta_visa_debitos_automaticos_delta_3,544.3599702715874,198
cextraccion_autoservicio_delta_4,541.800662279129,242
slope_mtarjeta_visa_consumo_3_window,536.2650403380394,148
ctarjeta_debito_transacciones,531.8704833388329,170
ctarjeta_master_delta_2,530.5666345953941,33
slope_matm_3_window,528.7548694610596,208
ctarjeta_visa_debitos_automaticos,528.692319214344,218
ctarjeta_master_transacciones_delta_4,524.0119691491127,178
slope_mextraccion_autoservicio_2_window,523.9363773167133,178
slope_Master_mpagominimo_2_window,522.4276160746813,129
slope_Master_mconsumospesos_3_window,522.1845309436321,201
slope_Visa_msaldototal_2_window,521.1504718363285,159
